,reviewtext,reviewdate,reviewrating,reviewview,reviewlikes,Links,brand
648,"The buying experience was very bad. The only mistake I did, never checked the mileage of the car. I believed the sales person who told me the average mileage is 14-17km/L. The Jeep team is not ready to accept the mileage issues. I have sent several emails to the entire Jeep team and there were no reply and solution. I am getting an average mileage ...Read More"," Jan 17, 2019  ",1, 60 Views,3,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
649,"Awesome deal, I really want to buy Jeep Compass and I am already booked this.
"," Jan 15, 2019  ",5, 259 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
650,"Jeep Compass has a superb road handling, good mileage manly looking what more can one ask for?
"," Jan 15, 2019  ",5, 86 Views,0,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
651,"Worst after sale services of the jeep. RSA of jeep crushed my jeep and now no one listening to buying is the worst decision.
"," Jan 11, 2019  ",1, 175 Views,6,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
652,"Jeep Compass is very nice, It looks Well good and it is a very safe car I like it......
"," Jan 08, 2019  ",4, 82 Views,0,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
653,"It is a fantastic car, if you want to enjoy a real drive in hilly areas and in straight and rough roads, it gives you a pleasant drive and experience. New sunroof facility is awesome, I have to wait for it for a long time.
Read More"," Jan 06, 2019  ",5, 40 Views,2,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
654,"Jeep Compass is a Superb car and it should be available all facilities and also good mileage.
"," Jan 10, 2019  ",5, 67 Views,0,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
655,"IT IS A VERY MUSCULAR CAR WITH BOLD AND ATTRACTIVE LOOK BUILT QUALITY IS AWESOME POWER EXTREMELY NITRO GOOD SPEAKERS OVERALL IT IS VALUE OF MONEY EVERYTHING IS THEIR IN THIS CAR ACCEPT PADDLE SHIFT BUT OK WE MANAGE.
Read More"," Jan 09, 2019  ",5, 65 Views,3,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
656,"The all-new Jeep compass is absolutely a no doubt car with first in class features. The 4×4 option is so amazing that enables you to go for long drives as well as off-roading. But it comes short when it comes to comfort as the brakes may make you feel a little uncomfortable. Overall, it makes up with its better fuel economy. The Jeep Compass is exc...Read More"," Dec 23, 2018  ",4, 52 Views,0,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
657,"Very Very Stable on speed 160-180. Luxury with comfort. This SUV is not just a simple 7-seater but a perfect vehicle for those who love power and class both...
"," Dec 29, 2018  ",5, 77 Views,0,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
658,"Good looking smooth engine with a panoramic sunroof, Led DRL are looking superb.
"," Dec 21, 2018  ",5, 55 Views,0,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
659,"Awesome look, space, and sunroof look better than other cars like Porsche.....The car has great power.....and amazing looks.......
"," Jan 05, 2019  ",5, 57 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
660,"It is an awesome car in this price, Jeep brand is Awesome, you do not need more if you like Jeep.
"," Dec 31, 2018  ",5, 93 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
661,"It is A fantastic car, if you want to enjoy a real drive in hilly areas and in straight and rough roads, it gives you a pleasant drive. New sunroof facility is awesome, I have to wait for it for a long time.
Read More"," Dec 23, 2018  ",5, 109 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
662,"Wow!! wot an SUV which is a perfect SUV There is no one Like compass super smooth super slint super grip That is Fully Superb If you plan the buy SUV so just think about Compass*
Read More"," Dec 21, 2018  ",5, 57 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
663,"The Jeep Compass is a powerful and extremely powerful SUV capable of going off-road. It is also loaded with a tonne of features.
"," Dec 16, 2018  ",5, 105 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
664,"I got this little monster a month back, great build quality and more overhead-turning looks good. Good quality ride, but getting bit noise in the engine may be solved after first service hope so. Overall a good car.
Read More"," Dec 15, 2018  ",4, 53 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
665,"Amazing driving experience in one word. Ride quality is excellent along with quality interiors & comfortable seats. Awesome & head turning look. Purchased cream white Jeep Compass Limited 4X4 from landmark showroom, Moti Nagar, Delhi in the beginning of this month. Supportive, enthusiastic sales team & staff with the unmatched buying experience.
Read More"," Dec 15, 2018  ",5, 63 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
666,"We are a family of four and we all are really fond of cars including my little one 2 years old as well. The elder 10 year old son can rattle the power and torque figures of different cars. Most of the cars we have owned are driving oriented and we always take the build quality, driving dynamics and safety as top priorities every time we choose a ne...Read More"," Nov 19, 2018  ",5, 191 Views,19,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
667,"I bought Diesel variant car in May 2018. Followings were in my mind while choosing Car.
1) Safety
2) Comfort
3) Quality
4) Attractive Look
5) Power

If you are practical to have number of features over your paying price, then this Jeep Compass is not for you. Many other brands giving you so much in 65% price of Jeep Compass.

They are committed for...Read More"," Jun 13, 2018  ",5, 3132 Views,45,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
668,"I took a test drive of Jeep compass petrol automatic (top end) and was surprised to find that the basic features of this car is missing at a price tag of 25 L.
Pros
Good build quality
Comfortable
Cons
Basic features missing like LED headlamps, cruise control.
Just 2 airbags
Audio system is no better than Maruti's
Spare wheel is of smaller size thus...Read More"," Jun 09, 2018  ",1, 2238 Views,33,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
669,"It's a great vehicle with an awesome build quality and high safety standards. Great to drive on the highway with excellent ride and handling.
Great Build Quality - Excellent exterior and Interior Quality.
Finish - Harman excellent music system - only in a segment with 50 security features as a standard.
Read More"," Aug 17, 2018  ",5, 205 Views,19,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
670,"Great in look and smooth in Ride. Best for off-road driving. The engine runs smooth. I am having a limited variant which is totally great. If you are searching a compact SUV and then the Jeep Compass is the off-road king. No car is better than this in its segment. It also fits in the budget.

 

 
Read More"," Dec 13, 2018  ",5, 57 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
671,"This car is a part of my family for 16 months have overcome all the obstacles and performed very well on the off-road and doing till now. Compass has the perfect build quality and safety features.
Read More"," Dec 07, 2018  ",5, 36 Views,1,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
672,"The Jeep Compass is good at build quality performance which can be easily washed away when you compare the after-sales service experience.
"," Dec 06, 2018  ",1, 116 Views,9,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
673,"I bought a Jeep Compass Longitude optional a year back in Sep 2017 and was enjoying my drives like any other user, the overall performance of the vehicle is as good as expected, but when I went for the service my overall experience turned down.

 
Read More"," Dec 06, 2018  ",2, 80 Views,8,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
674,"I took the Test drive of Jeep Compass top variant a month back, and it was a superb drive. The build quality of the car seems good and compass have all the features including a panoramic sunroof, an 8.4-inch touchscreen infotainment system, an 8-way powered driver's seat, 18-inch wheels and more. A worth option to consider if you want to buy a SUV ...Read More"," Oct 04, 2018  ",5, 159 Views,11,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
675,"Pros - It has a powerful and punchy engine with an amazing build quality. Good Interiors.
Superior ride quality and handling. The design is simply spectacular.

Cons - Small screen size for ICE. Sunroof is not available. Dummy buttons.

Still, I love this car and am waiting for the delivery.
Read More"," Sep 14, 2018  ",5, 306 Views,15,https://www.cardekho.com/jeep/compass/user-reviews/5,Jeep Compass
676,"Jeep Compass as the name strikes the mind, we get the image of the hardcore off-road Jeep-like vehicle but that?s not the case with the Jeep Compass. Though it?s a plush as well as off-roader it dons the typical city SUV looks. I bought my Jeep Compass in January 2018 and till date, it never failed to impress me in one way or the other. Its amazing...Read More"," Apr 27, 2018  ",5, 194 Views,16,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
677,"I bough Jeep compass Limited on 6th Nov 2017. Actuallly I am a Hyundai lover & using Hyundai cars from last 10 years. But in July 2017 Jeep Compass was launched in India & after a month study on jeep, I planned to purchase compass by cancelling my booking of Hyundai Tucson.
This is one of my great decision to purchase a jeep compass in Black colour...Read More"," May 18, 2018  ",5, 2019 Views,48,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
678,"I bought Jeep Compass one month back n now close to 2000 km drive . Yesterday I had horrible experience when driving in pune city . I was driving in city with my family n suddenly fire smoke started from front bonnet. My family scared n all side vehicle people started pointing me abt smoke. Some how I managed to park on side of the road , after 20-...Read More"," Jun 06, 2018  ",1, 1285 Views,114,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
679,"Indian Jeep Compass disappoints. The local sourcing is the spoilsport . Unsettled ride . Wayward steering. Horrible tyres , stalls frequently in second gear . The rear sharply thuds on speed breakers. Unhealthy side to side movement. The designer will faint if he drives Indian Compass. Sub standard parts to blame. Horrible quality checks  Read More"," May 04, 2018  ",1, 473 Views,35,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
680,I am an Air Force Officer and was impressed by the Jeep 4X4 month offer and went to a dealer in Bangalore for enquiring about the same. I had carried my cheque book to book the vehicle in anticipation of an honest interaction with the sales personI first asked him about the CSD price list. He said that he doesn't have it. From the tone and tenour o...Read More," Apr 20, 2018  ",2, 190 Views,100,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
681,"Overall, its a nice compact SUV. However, i would like to mention some comments basing on my experienced.
1. Cabin size, especially the height of the roof above front seats a bit low.
2. Bumper too low for hilly areas.Read More"," Mar 29, 2018  ",3, 648 Views,27,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
682,Great styling. Premium interiors. Ride quality is good. Great value for money. Goes well with the iconic brand name. Can compete with the cars of one level higher. Still have to experience service part though. Expecting good service network Read More," Mar 03, 2018  ",5, 188 Views,11,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
683,Worst Customer Care in the Jeep Dealership at dealer and when Escalated to Jeep Company the Response is even more Worse. There is no one to care for customers pain points. The basic elementries of customer installation on delivery is being ignored. The overall experience of Jeep has been very bad. Feeling very sad for having bought a Jeep. Product ...Read More," Feb 28, 2018  ",1, 222 Views,51,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
684,"Diesel Engine is too loud in the cabin. Body frame sound is also there which is not acceptable with this segment of car. I purchased the vehicle from Dehradun and driven only 20000 km. I have been driving since 25 years and driven more than 25 brands of cars and SUV's .
Read More"," Feb 19, 2018  ",1, 429 Views,51,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
685,"ultimate suv
kya khu iske bare test drive karo or kud jaan jao
what a break system, controlling power, curvings built quality,off road...
head off to jeep company jo aisi suv banayi....
jitna khu utna kam....Read More"," Apr 18, 2018  ",5, 105 Views,13,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
686,"I bought limited(O) diesel from Mohali dealership on 10th January 2018 and I must say my experience till now is great in all aspects.When I confirmed my purchase, I got delivery next day as one day took for banking formalities. That was amazing experience. The dealership here in Mohali is very professional and customer oriented, they even changed t...Read More"," Feb 16, 2018  ",5, 211 Views,49,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
687,"My friend recently bought the Jeep Compass and we got out for a small drive. As we drove down the highways, the car felt well planted and I didn?t have to switch gears very frequently in order to keep the car moving, which made it pretty relaxing to drive. But when we came back in the city, the heavy clutch started to get irritating and painful. Th...Read More"," Oct 24, 2017  ",4, 920 Views,47,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
688,"As and when Compass comes with AT 4x4 it will cost atleast 23.5 and obviously as it is a new launch there are no discount offers. Tucson with discount offers between 1-1.5 L is going to be available for almost the same price as the AT 4x4 Compass. Therefore a Tucson which is bigger, more powerful, more fuel efficient, better dynamically designed, m...Read More"," Oct 19, 2017  ",3, 158 Views,47,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
689,"I started following all the updates on this small SUV the moment it was announced for the Indian market. The key reason behind purchasing this car was the attractive design with which I fell in love at the first sight. And since it is a Jeep product, I wasn't caring much about the build quality and the driving experience. The ride and handling of t...Read More"," Feb 13, 2018  ",3, 400 Views,31,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
690,I have purchased Jeep Compass 2*4 Limited on 30th November. Delivery date was 5th December. Within a week the vehicle breakdown .Nobody know what happened Road assistance Services brought to Service Center .Now 20 days Over There is no proper solution So far . I thing this premium vehicle .So I expected great service .But my experience was horrible...Read More," Jan 01, 2018  ",1, 905 Views,128,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
691,"Very disappointed with Jeep India and their Dealers. Big brand but poor management in India. Fake data they are disclosing that 5000 cars has been delivered or 10000+ booking completed but actual data is wrong, very few cars on road, almost everyone is waiting and wasting their time. Dealers initially promise that they will deliver the car in first...Read More"," Nov 12, 2017  ",1, 450 Views,118,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
692,"Good to be back again?this time I am writing a review for the Jeep Compass Longitude Diesel MT. This is the mid segment jeep in the compass series. To start with let me tell you the vehicle is absolutely ?SOLID? heavy build and gives you an impeccable presence wherever you go. So lets talk engine dynamics, the diesel engine of this baby is a 2 Ltr ...Read More"," Dec 27, 2017  ",4, 242 Views,25,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
693,"Was looking to move on from my good old Mitsubishi Outlander - Yes a petrol suv :). Not a Diesel fan. Criteria was : An SUV, Chic Looks, Automatic Petrol. not much choices available in Indian market. 
Shortlisted between : 
Fortuner Petrol & Tucson Petrol . Then read some where jeep is launching Petrol with automatic .. so thought should give it a ...Read More"," Nov 21, 2017  ",5, 183 Views,47,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
694,"In India jeep cars and not supplying very good tyres with the car because in my Jeep Compass car FIRESTONE tyre got BURSTED (only mysore city ride) for 1350KM!
BE AWARE OF IT!!!Read More"," Dec 26, 2017  ",2, 121 Views,41,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
695,Bad experience so far...Gear issues accompanied by burning smell. Electronic Parking Brake failure ! All in less than 2000 km !. Even the service team is clueless.," Dec 07, 2017  ",1, 176 Views,69,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
696,"I have been a huge fan of Jeep badge. The sturdy and macho vehicles that this American brand manufactures are simply unmatchable. I have been following the Jeep Compass since the time it was first showcased. The massive road presence and the sharp styling of the Compass SUV cannot be compared to any other crossover in the country. Apart from this, ...Read More"," Jul 31, 2017  ",5, 10978 Views,123,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
697,"I bought the Jeep Compass just for its head-turning looks. But to my amazement, the Compass has a lot more to offer. The ride quality is sublime and so is the seating comfort. Although the high door sills do get in the way at times, especially when you are in a hurry. The sound system is amazing but I can't say the same for the infotainment display...Read More"," Oct 12, 2017  ",4, 619 Views,62,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
698,"First 3 version of Jeep Compass are not worth the money - but things change when you look at Limited option & onwards. You get all the features one would like to see in a compact SUV - Price is bit higher compared to other brands but brand also matters so i'm sure people will go for Compass & will not look at the price. 
Buy it for Brand, Quality, ...Read More"," Oct 17, 2017  ",4, 145 Views,13,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
699,"After months of waiting fr it's launch, I booked the top-end 4x4 on the first day the bookings opened.
I am now going to cancel my booking. Reasons:
1. No delivery of 4x4 till Nov.
2. Imminent increase in taxes, & the On-Road Price will go frm 24 to 26 Lacs
3. Pay 26L fr a top-end vehicle, and you still have dummy buttons on the steering, undersize...Read More"," Aug 23, 2017  ",3, 6635 Views,251,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
700,"I saw the Jeep Compass at a nearby dealership today. It is smaller than what it looks in the images. The Tucson, in comparison, looks wider. Sit inside and the quality of the materials used is good. The space is also decent and two six-feet tall guys can sit one behind the other. But it doesn't look as wide as you think it will be. From the driver'...Read More"," Aug 01, 2017  ",2, 11548 Views,80,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
701,"looks 5/5
interior 5/4.5
soft touch leather 5/4
touch screen 5/3
harman kardon 6 speakers 5/5
safety features 5/5
comfortable seats 5/5
low noise cabin 5/5
led front nd rear lights 5/5
smooth drive 5/4Read More"," Aug 10, 2017  ",5, 2311 Views,25,https://www.cardekho.com/jeep/compass/user-reviews/6,Jeep Compass
702,"Bought the Jeep Compass sport in august 2018. From Khatwani motors, Jabalpur. It is more of an SUV than a soft-roader. It has patchy dynamics but is a well-finished model with good off-road capabilities. The 4x2 mode has a good off road capabilities. Whereas the 4x4 has excellent off-road capabilities. The departure angle is excellent. The only iss...Read More"," Oct 08, 2019  ",4, 4509 Views,5,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
703,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More"," Dec 02, 2019  ",5, 360 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
704,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More"," Sep 22, 2019  ",5, 189 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
705,"Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.
"," Dec 07, 2019  ",1, 77 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
706,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so.
Read More"," Dec 03, 2019  ",5, 188 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
707,"Jeep Compass is a nice car loaded with more features cost is less, the interior looks very nice. Suitable in price best off-roading car, compact SUV, the car of the year, all segments colours looking very nice, engine very nice &#x1f44d;&#x1f44d;&#x1f44d; , more powerful car, it is an also adventure car for off-roading, teren management system is v...Read More"," Oct 13, 2019  ",5, 109 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
708,"I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension. 
Read More"," Oct 08, 2019  ",1, 202 Views,2,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
709,"Jeep Compass is a great car because the dimensions of the car look brilliant and the pick-up of the car is tremendous.
"," Dec 04, 2019  ",5, 55 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
710,"The car has very high service costs and also requires regular service. It costs me 2 lacs plus in last 12 months. I would not suggest buying this as this cost is not justified with the performance of the car. Complaints are not monitored by the company. They really don't care for your concern.
Read More"," Nov 22, 2019  ",1, 150 Views,3,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
711,"Jeep Compass is a most likely car I drown till know. It is superb I mostly like is comfort I was driving to Kerala from my place I had not to feel tired at all.
"," Sep 10, 2019  ",5, 59 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
712,"Jeep Compass is an excellent SUV which scores on safety features and excellent all-round performance. Jeep Compass is an excellent highway cruiser. Jeep Compass comes with safety features such as traction control, rollover mitigation, ESP, Electronic Parking Brake, Hill Assist, Hill Descent Control as standard. Jeep compass build quality, interior ...Read More"," Jul 14, 2019  ",5, 3718 Views,3,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
713,"Jeep Compass is a very good car. It is an SUV under 20lacs. It has a touch screen infotainment system, legroom is also very good. It gives a luxurious look. The AC provides cooling very fast. Connectivity is also good. 5 people can be seated easily. I have Grey colour of it. It also has led DRLs. Boot space is also very spacious. Ground Clearance i...Read More"," Aug 17, 2019  ",5, 1785 Views,4,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
714,"True to its tag line ""GO ANYWHERE DO ANYTHING"" Jeep Compass is the Best SUV in its segment. Super build quality and above all it provides the best driving pleasure. #jeeplife.
Read More"," Aug 12, 2019  ",5, 192 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
715,"Beast in hand, the word for this is a perfect car, It can ruin any car on road weather its highway or city driving, the car is unmatched, using from last one month and every day is like the first day. Now the drawback time, bad fuel efficiency 7-8 KMPL, and the major drawback is initial power lag that will always surprise you. I have to go as per c...Read More"," Aug 25, 2019  ",5, 149 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
716,"With a striking interior and exterior design, host of feel-good features and multiple powertrain options, jeep seems to have cut no corners in equipping its first offering for India.
Read More"," Jul 12, 2019  ",4, 204 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
717,"I am not complaining for Jeep Compass but my reason for 4 stars is that of its pricing and maintenance. In the top model budget one can own a big car like Fortuner. Overall it is a good package but somewhere it has been differentiated from its own segment cars Just a status maintaining product but a good car .
Read More"," Jul 19, 2019  ",4, 149 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
718,"I purchased the Jeep Compass limited plus model in May 2019. I drove this vehicle 7000 km only and it started creating problems like leaked diesel pump, engine problem such a 3rd class car it is.
Read More"," Aug 31, 2019  ",1, 317 Views,2,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
719,"The car has an awesome pick-up and comes with a marvelous look. It has full filled all my requirements, I love to drive this car especially off-roading and in hilly areas.
Read More"," Aug 10, 2019  ",5, 83 Views,2,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
720,"Jeep Compass - Premium is the other word for it. A comfortable and porch car. Thank you jeep.
"," Aug 09, 2019  ",5, 52 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
721,"Super nice look and interior also good.
"," Jul 31, 2019  ",5, 50 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
722,"The car is under a 3 year Warranty. But not Battery Not sure what more is not under warranty Average 9 km per liter of Petrol is a disaster as against 12 told while selling While buying the Showroom insurance rep asked me. 90000 plus, when I insisted on getting from outside, they dropped to. 58000 They charged me. 30000 for Nano paint and some not ...Read More"," Jun 09, 2019  ",1, 772 Views,15,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
723," Jeep Compass SUV is awesome, the comfort, driving pleasure, off-roading capabilities are top notch, no comparison of this SUV in this segment.
"," Jun 15, 2019  ",5, 69 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
724,"Hi I purchased Jeep Compass last year in July still 1year is not completed yet, and the car is creating so many problems in engine side like fuel pump failed and no parts available at service agency in Hyderabad. I suggest everyone not to buy Jeep Compass.
Read More"," Jul 12, 2019  ",1, 2659 Views,11,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
725,"I am a pride owner of Jeep Compass limited plus 4x2. Buying this car is a good decision. I am glad about the performance of this car. I would surely recommend it. And if anyone is thinking to buy it go for it. Don't think of any harrier or hector. Compass is famous for its premium quality.
Read More"," Jul 01, 2019  ",5, 116 Views,5,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
726,"Initially, I was a bit hesitant about Jeep Compass, but after months of usage, it feels great to own such a machine. High in power and styling, pure driving pleasure. Bit expensive but justified after checking competitors in the market.
Read More"," Jun 28, 2019  ",5, 129 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
727,"BUYING OF JEEP COMPASS IS A GOOD DECISION. JEEP IS POWERFUL, NICE ON HIGHWAYS BUT BRAKING IS SUDDEN AND DRIVING IN CITY TRAFFIC IS NOT EASY. MY PETROL JEEP IS GIVING MILEAGE OF 10 KM/LTR INSTEAD OF 16 KM/LTR WHICH NEEDS TO BE CHECKED AND I MADE COMPLAINT AT SERVICE CENTER BUT NO SATISFACTORY REPLY / ACTION. AFTER SALES SERVICE IS GOOD EXCEPT MILEAG...Read More"," Jun 24, 2019  ",4, 180 Views,4,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
728,"Jeep Compass is an ultimate SUV. Totally satisfied with my licence to off-road. The only drawback is less backspace. Unmatched power.
"," Jun 18, 2019  ",5, 59 Views,2,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
729,"I just owned Jeep Compass, and I loved it. It's not a car but its the best option in this price range.
"," Jun 10, 2019  ",5, 53 Views,2,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
730,"The darling car of my life. Great to have such a wonderful car drive feature and beauty is excellent.
"," Jul 01, 2019  ",5, 43 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
731,"My dream car The best of look and ahead of all cars Its stunning look is attractive and a lot...
"," Jun 15, 2019  ",5, 46 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
732,"Bought the Jeep Compass sport in august 2018. From Khatwani motors, Jabalpur. It is more of an SUV than a soft-roader. It has patchy dynamics but is a well-finished model with good off-road capabilities. The 4x2 mode has a good off road capabilities. Whereas the 4x4 has excellent off-road capabilities. The departure angle is excellent. The only iss...Read More"," Oct 08, 2019  ",4, 4510 Views,5,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
733,"It's a great car. I have a Jeep Compass 2018 is a limited manual car. It was my dream to own. Till date, I haven't faced any problem. The power, handling, luxury feel, everything you get it for 20-25 lakhs is absolutely insane. More than that it's really suited to Indian road conditions. I never felt lethargic even after driving for 600+ km per day...Read More"," Dec 02, 2019  ",5, 363 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
734,"Jeep Compass is the most efficient car, elegantly designed, and most powerful car in this segment, compared to Harrier, Creta this is the most efficient and it's the best value for money. Excellent driving experience with all the necessary features required in this segment of car. If any confusion with similar cars, just go and get jeep compass bli...Read More"," Sep 22, 2019  ",5, 192 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
735,"Too many issues with the clutch plates and 2.0 liters Fiat-sourced diesel engine is problematic and compelled me to get the clutch plates changed twice in just 4000kms.
"," Dec 07, 2019  ",1, 74 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
736,"Its been nearly 2 years of my Jeep Compass limited edition and I must say, it's just a completely fantastic car. The features are very good. Loved this car and its value for money. Maintenance is a bit high but the person who buys 5 seaters in this range does not feel it so.
Read More"," Dec 03, 2019  ",5, 191 Views,0,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
737,"Jeep Compass is a nice car loaded with more features cost is less, the interior looks very nice. Suitable in price best off-roading car, compact SUV, the car of the year, all segments colours looking very nice, engine very nice &#x1f44d;&#x1f44d;&#x1f44d; , more powerful car, it is an also adventure car for off-roading, teren management system is v...Read More"," Oct 13, 2019  ",5, 109 Views,1,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
738,"I purchased Jeep Compass Limited Plus on 1st of July 2019 and within 15 days (vehicle has not even driven 500km out of which 300km on first day) lot of annoying sounds audible from the sunroof, dashboard, doors (maybe from C-pillar) and now from suspension. 
Read More"," Oct 08, 2019  ",1, 205 Views,2,https://www.cardekho.com/jeep/compass/user-reviews,Jeep Compass
